Unnamed: 0,College_Name,State,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,tier
666,Mahatma Gandhi University ,Meghalaya,"16,000",--,8.1,9,7,9,9,6.3,8.4,T3
667,"MIT University, Shillong ",Meghalaya,"1,35,000",--,3.8,4.8,2.5,3.8,3.3,4.5,3.8,T4
668,Regional Institute of Science and Technolog ,Meghalaya,"1,25,000",--,8.2,9,8,7.7,9,7,8.3,T3
669,"Tura Polytechnic College, Tura ",Meghalaya,"3,516",--,--,--,--,--,--,--,--,T4
670,"Shillong Polytechnic, Mawlai ",Meghalaya,--,--,--,--,--,--,--,--,--,T4
671,"Jowai Polytechnic, Jowai ",Meghalaya,"1,500",--,--,--,--,--,--,--,--,T4
672,National Institute of Technology ,Nagaland,"1,33,800","85,700",7,7.3,6,7.5,6.3,7.2,7.8,T2
673,"St.Joseph University, Dimapur ",Nagaland,"1,23,000",--,8.1,8.4,7.9,8.3,8,8.1,8.1,T3
674,"Nagaland University, Zunhebotto ",Nagaland,"26,960",--,8.1,8.1,7.7,8.7,7.8,7.8,8.3,T3
675,The Global Open University ,Nagaland,"6,525",--,7.8,8.9,7.3,8.4,7.6,7.3,7.4,T3
676,"Government Polytechnic, Kohima ",Nagaland,"7,450",--,--,--,--,--,--,--,--,T4
677,"Khelhoshe Polytechnic Atoizu[KPA], Kohima ",Nagaland,"11,100",--,--,--,--,--,--,--,--,T4
678,"Government Polytechnic Seithekema C, Dimapur ",Nagaland,"8,000",--,--,--,--,--,--,--,--,T4
679,Government Polytechnic Tsunazho ,Nagaland,"7,550",--,--,--,--,--,--,--,--,T4
680,"Government Polytechnic Sedem, Tuensang ",Nagaland,"10,500",--,--,--,--,--,--,--,--,T4
681,"Institute of Communication and Information Technology, Kohima ",Nagaland,--,--,--,--,--,--,--,--,--,T3
682,Pondicherry Engineering College ,Puducherry,"1,71,200","38,050",7.8,8.5,6.9,8.1,7.5,8,7.7,T3
683,National Institute of Technology ,Puducherry,"54,366","28,400",7,7.8,6.8,7.2,6.3,6.6,7.2,T2
684,Manakula Vinayagar Institute of Technology ,Puducherry,"2,44,000",--,7.4,7.9,7.1,7.6,7.7,7.5,6.8,T4
685,"Sri Manakula Vinayagar Engineering College, Pondicherry ",Puducherry,"40,000","20,450",7.5,8.1,6.6,7.9,7.8,8.1,6.5,T3
686,"Rajiv Gandhi College of Engineering and Technology, Pondicherry ",Puducherry,"40,000","20,450",6.8,7.1,6,7,6.9,6.9,6.6,T4
687,"Christ College of Engineering and Technology, Pondicherry ",Puducherry,"1,16,000","90,000",7,8.2,5.8,7.9,6.4,6.5,7.1,T4
688,Perunthalaivar Kamarajar Institute of Engineering and Technology ,Puducherry,"31,915",--,8,8,8,8,8,8,8,T3
689,Achariya College of Engineering Technology ,Puducherry,"68,000",--,6.3,7,6,6.1,6.5,5.4,6.9,T4
690,"Regency Institute of Technology, Yanam ",Puducherry,"41,263",--,5.7,5.4,6,5.2,7.1,4.4,5.9,T4
691,Bharathiyar College of Engineering and Technology ,Puducherry,--,--,6,6.5,5.8,7,7.5,4.5,4.8,T4
692,"PSV College of Engineering and Technology, Pondicherry ",Puducherry,"30,000",--,5.3,5.3,4.7,6,5.3,5,5.7,T4
693,Christ Institute of Technology ,Puducherry,"45,000",--,5.2,5.6,4.9,5.7,5.3,5,4.4,T4
694,R V S College of Engineering and Technology ,Puducherry,"40,000",--,--,--,--,--,--,--,--,T3
695,"Alpha College of Engineering & Technology, Pondicherry ",Puducherry,"29,000",--,4.7,5,5.3,5,4.2,3.8,5,T4
696,Pondicherry University ,Puducherry,"26,218","36,301",7.8,8,7.3,8,8.1,6.9,8.4,T3
697,"Sri Chakra Maritime College, Pondicherry ",Puducherry,--,--,--,--,--,--,--,--,--,T3
698,"Motilal Nehru Government Polytechnic College, Pondicherry ",Puducherry,--,--,--,--,--,--,--,--,--,T4
699,Karaikal Polytechnic College ,Puducherry,"6,000",--,--,--,--,--,--,--,--,T4
700,Dr. B. R. Ambedkar Polytechnic College ,Puducherry,"6,000",--,--,--,--,--,--,--,--,T4
701,Indira Gandhi Polytechnic College ,Puducherry,"7,095","7,195",--,--,--,--,--,--,--,T4
702,"Sri Manakula Vinayagar Polytechnic College-[SMVPC], Pondicherry ",Puducherry,"17,500",--,--,--,--,--,--,--,--,T4
703,Women’s Polytechnic College ,Puducherry,"6,000","6,000",--,--,--,--,--,--,--,T4
704,National Institute of Technology ,Tripura,"1,50,100","89,800",8,8.1,7.7,7.3,8.7,7.8,8.2,T2
705,"ICFAI University, West Tripura ",Tripura,"1,30,000","1,11,000",8,8.1,7.6,8.1,8.3,7.6,8.5,T3
706,Indian Institute of Information Technology ,Tripura,"2,06,200",--,8.4,8.9,7.6,8.9,8.4,8.1,8.6,T2
707,"Tripura Institute of Technology, Agartala ",Tripura,"12,180","6,751",7.6,7.8,6.5,8.2,8.3,6.8,8.1,T3
708,Techno College of Engineering Agartala ,Tripura,"98,000",--,8,7.6,7.4,7.6,9.2,7.8,8.4,T3
709,"Tripura University, West Tripura ",Tripura,"55,300","5,200",7.5,8,7.1,8.4,7.6,6,8,T3
710,"TTAADC Polytechnic Institute, West Tripura ",Tripura,"6,750",--,--,--,--,--,--,--,--,T4
711,Sikkim Manipal University ,Sikkim,"2,60,000","1,74,000",7.4,7.9,6.5,8.2,7.6,6.8,7.4,T4
712,National Institute of Technology ,Sikkim,"1,39,400","82,900",7.5,8.1,7.2,8,6.5,7.8,7.6,T2
713,"SRM University Sikkim, Gangtok ",Sikkim,"2,25,000",--,8.1,7.7,7.1,8.5,8.3,8.3,8.4,T3
714,Vinayaka Missions Sikkim University ,Sikkim,--,--,7.8,7.8,7.8,8,7.8,7.5,7.8,T3
715,College of Agricultural Engineering and Post Harvest Technology ,Sikkim,"4,280",--,6.8,6.8,6.2,7.1,6.6,6.6,7.4,T4
716,National Institute of Technology ,Manipur,"1,47,700","89,400",7.9,7.9,7.1,8.2,7.4,8.4,8.2,T2
717,Indian Institute of Information Technology ,Manipur,"1,87,945","21,795",6.8,7.1,6.7,7.6,6.3,6.6,6.2,T2
718,Manipur Institute of Technology ,Manipur,"69,200","75,900",7,7,6.5,7.3,7,7,7,T4
719,Manipur Technical University ,Manipur,"63,000",--,8.3,--,--,--,--,--,--,T3
720,Central Agricultural University ,Manipur,"2,980","5,500",7.5,8,6.7,7.5,9,6.8,7,T3
721,Manipur University ,Manipur,"61,250","61,250",8.1,8.4,8.2,8.5,7.7,7.2,8.4,T3
722,"Government Polytechnic, Imphal ",Manipur,--,--,--,--,--,--,--,--,--,T4
723,"Bir Tikendrajit University, Imphal ",Manipur,"1,60,000","1,60,000",--,--,--,--,--,--,--,T3
724,National Institute of Technology ,Mizoram,"1,36,500","82,500",5.4,6.3,4.5,6.4,3.9,6.5,5,T2
725,"Mizoram University, School of Engineering and Technology ",Mizoram,"29,000",--,5.7,6,2,7.5,6,5.5,7,T4
726,"Mizoram Polytechnic, Lunglei ",Mizoram,"5,550",--,--,--,--,--,--,--,--,T4
727,Mizoram University ,Mizoram,"39,150","43,000",8,8.7,7,8.8,8,7.6,7.9,T3
728,National Institute of Electronics & Information Technology ,Mizoram,"44,560","33,950",5.3,7,6,--,7,1,--,T2
729,"Dr. B R Ambedkar Institute of Technology, Port Blair ",Andaman,"12,083","4,780",--,--,--,--,--,--,--,T3
730,"Plastindia International University, Dadra & Nagar Haveli ",Dadra,--,--,--,--,--,--,--,--,--,T3
731,"Government Polytechnic, Daman ",Daman,"3,575","8,280",--,--,--,--,--,--,--,T4
